Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Soergel, B., Kriegler, E., Bodirsky, B.L., Bauer, N., Leimbach, M., Popp, A.","57224629454; 55881072300; 35745670500; 23466205000; 6602732810; 35732066600","Combining ambitious climate policies with efforts to eradicate poverty",2021,"Nature Communications",12,"1", 2342,,,,22,10.1038/s41467-021-22315-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85105069623&partnerID=40&md5=5d616a88dade4317ae48f8497dfafb5d",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85105069623
"Strefler, J., Kriegler, E., Bauer, N., Luderer, G., Pietzcker, R.C., Giannousakis, A., Edenhofer, O.","25224790600; 55881072300; 23466205000; 15069126500; 55056564200; 57199577916; 55868364000","Alternative carbon price trajectories can avoid excessive carbon removal",2021,"Nature Communications",12,"1", 2264,,,,22,10.1038/s41467-021-22211-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85104452344&partnerID=40&md5=10e04405d0ec6acd62b153dfcf837e40",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85104452344
"Meckling, J., Biber, E.","35280029000; 6602944371","A policy roadmap for negative emissions using direct air capture",2021,"Nature Communications",12,"1", 2051,,,,11,10.1038/s41467-021-22347-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85103980513&partnerID=40&md5=d8ab735257ab769541cccd5c199399a1",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85103980513
"Koh, L.P., Zeng, Y., Sarira, T.V., Siman, K.","7004786474; 55344338300; 57217291359; 57225227512","Carbon prospecting in tropical forests for climate change mitigation",2021,"Nature Communications",12,"1", 1271,,,,20,10.1038/s41467-021-21560-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85101550210&partnerID=40&md5=89388ab3e0da313991c8bb7cc2db332a",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85101550210
"Kang, P., Song, G., Xu, M., Miller, T.R., Wang, H., Zhang, H., Liu, G., Zhou, Y., Ren, J., Zhong, R., Duan, H.","57188623973; 57199210410; 55519747200; 57194131172; 15764137000; 57276245700; 57201565364; 57213435126; 57221603498; 57206209153; 23977609900","Low-carbon pathways for the booming express delivery sector in China",2021,"Nature Communications",12,"1", 450,,,,20,10.1038/s41467-020-20738-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099600468&partnerID=40&md5=edce1dcd58252a17ce49d59134985484",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85099600468
"Srivastva, U., Kumar, K.R., Malhotra, R.K., Kaushik, S.C.","57194202648; 56567195000; 26326956700; 7202949674","Analytical assessment of a concentrated solar sub-critical thermal power plant using low temperature heat transfer fluid",2021,"Energy and Environment",32,"8",,1524,1542,,1,10.1177/0958305X20921593,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85084812833&partnerID=40&md5=073248785fd386c344a475bc03d4ed19",Article,Final,"",Scopus,2-s2.0-85084812833
"Pertiwi, N., Tsusaka, T.W., Sasaki, N., Gunawan, E.","57683367900; 56659390600; 15127920200; 57208087256","Peatland conservation strategies and carbon pricing possibilities for climate change mitigation in Indonesia: A review",2021,"IOP Conference Series: Earth and Environmental Science",892,"1", 012061,,,,,10.1088/1755-1315/892/1/012061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120565940&partnerID=40&md5=d2fbf14d6df730a20f61c448bbe9fb55",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85120565940
"Zhao, L.-T., Miao, J., Qu, S., Chen, X.-H.","50662424700; 57220895511; 56937768600; 56687890000","A multi-factor integrated model for carbon price forecasting: Market interaction promoting carbon emission reduction",2021,"Science of the Total Environment",796,"", 149110,,,,17,10.1016/j.scitotenv.2021.149110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85110353711&partnerID=40&md5=44d49c7db5611891b8796a74c8d0fcd5",Article,Final,"",Scopus,2-s2.0-85110353711
"Jenkins, S., Mitchell-Larson, E., Ives, M.C., Haszeldine, S., Allen, M.","57201352727; 57216151317; 16042552600; 57221297358; 7404105326","Upstream decarbonization through a carbon takeback obligation: An affordable backstop climate policy",2021,"Joule",5,"11",,2777,2796,,4,10.1016/j.joule.2021.10.012,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118996095&partnerID=40&md5=16fc2db679fdd0491f37b55b802a032c",Review,Final,"All Open Access, Green",Scopus,2-s2.0-85118996095
"Tao, Y., Edwards, R.W.J., Mauzerall, D.L., Celia, M.A.","57195722124; 56763253300; 7005034250; 7006604259","Strategic Carbon Dioxide Infrastructure to Achieve a Low-Carbon Power Sector in the Midwestern and South-Central United States",2021,"Environmental Science and Technology",55,"22",,15013,15024,,,10.1021/acs.est.1c03480,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118809874&partnerID=40&md5=e19c1bf1d6c0808b3ccd3084b4796822",Article,Final,"",Scopus,2-s2.0-85118809874
"Jia, Z., Wen, S., Lin, B.","57183510300; 57223858738; 35098935000","The effects and reacts of COVID-19 pandemic and international oil price on energy, economy, and environment in China",2021,"Applied Energy",302,"", 117612,,,,38,10.1016/j.apenergy.2021.117612,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113174059&partnerID=40&md5=2a73508b7d96f4da2f2a6883ee546d06",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85113174059
"Liu, J.-Y., Zhang, Y.-J.","57196125038; 23988220400","Has carbon emissions trading system promoted non-fossil energy development in China?",2021,"Applied Energy",302,"", 117613,,,,18,10.1016/j.apenergy.2021.117613,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113155227&partnerID=40&md5=dd6e02b9d9f8aec3c765bf4f32fd2533",Article,Final,"",Scopus,2-s2.0-85113155227
"Putra, A.S., Garniwa, I., Arilanggaaji, E.S., Pradana, S.S.","57374430000; 6506813293; 57374072400; 57220955256","A study on carbon cap and trade effect to cost of electricity in accordance with the Merit Order of 300-400 MW coal power plants",2021,"IOP Conference Series: Earth and Environmental Science",880,"1", 012049,,,,,10.1088/1755-1315/880/1/012049,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121257097&partnerID=40&md5=ec037a484fc80a84a5ed8c1741ba6094",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85121257097
"Ivanova, A.","57194566680","Economic assessment of the carbon sequestration potential of plantation forests",2021,"IOP Conference Series: Earth and Environmental Science",875,"1", 012013,,,,,10.1088/1755-1315/875/1/012013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120884894&partnerID=40&md5=33fa7eb0f0902e8ca338d0b532b6b33c",Conference Paper,Final,"All Open Access, Bronze",Scopus,2-s2.0-85120884894
"Holzer, K.","56715390300","The Pending EU CBAM: Quo Vadis Switzerland?",2021,"Global Trade and Customs Journal",16,"11-12",,633,643,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85124953845&partnerID=40&md5=8a3b12c50467157b37becd8793f31148",Article,Final,"",Scopus,2-s2.0-85124953845
"Stacey, J.","57213062738","Climate disruption in Canadian Constitutional Law: References re greenhouse gas pollution pricing act",2021,"Journal of Environmental Law",33,"3",,711,725,,,10.1093/jel/eqab023,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85121235869&partnerID=40&md5=03d8d7760ac3b43dd730d019de9ad85c",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85121235869
"Lu, M., Xu, H., Wang, X.","55460860600; 57363534700; 57204536533","Impact of carbon markets on industrial competitiveness: An analysis of selected industries in Beijing",2021,"Energy Reports",7,"",,1601,1611,,,10.1016/j.egyr.2021.09.063,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85120622847&partnerID=40&md5=dd5a23ca2db2c52fdeb3b57c919da814",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85120622847
"Anser, M.K., Abbas, S., Nassani, A.A., Haffar, M., Zaman, K., Abro, M.M.Q.","57201617089; 56438900000; 57192275707; 55513099300; 36544506000; 57193902993","Innovative carbon mitigation techniques to achieve environmental sustainability agenda: Evidence from a panel of 21 selected r&amp;d economies",2021,"Atmosphere",12,"11", 1514,,,,4,10.3390/atmos12111514,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119879280&partnerID=40&md5=b0226df1496cc17f3192e2f28d4d04b6",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85119879280
"Probst, B., Touboul, S., Glachant, M., Dechezleprêtre, A.","57216899282; 57350746300; 16642751200; 23469299900","Global trends in the invention and diffusion of climate change mitigation technologies",2021,"Nature Energy",6,"11",,1077,1086,,7,10.1038/s41560-021-00931-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119685331&partnerID=40&md5=5c24f68300ef4226006d37250cf735db",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85119685331
"Variny, M., Hanus, K., Blahušiak, M., Furda, P., Illés, P., Janošovský, J.","23996088200; 57217079728; 36083865100; 57215435220; 57211975810; 57218609292","Energy and environmental assessment of steam management optimization in an ethylene plant",2021,"International Journal of Environmental Research and Public Health",18,"22", 12267,,,,,10.3390/ijerph182212267,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119451825&partnerID=40&md5=37dbe2b2c2be71bdcedd574194f69f3d",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85119451825
"Mahlkow, H., Petersen, T.ß., Wanner, J.","57221613702; 57125547400; 57196484631","Consequences of a Higher Carbon Price in the EU — Who Will Win, Who Will Lose? | Folgen eines höheren CO2-Preises in der EU — wer gewinnt, wer verliert?",2021,"Wirtschaftsdienst",101,"11",,870,877,,,10.1007/s10273-021-3048-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119424567&partnerID=40&md5=1737b14a56199df44a673dffdab6f48c",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85119424567
"Wąs, A., Krupin, V., Kobus, P., Witajewski-Baltvilks, J., Jeszke, R., Szczepański, K.","56112891800; 57201589008; 6505486460; 57034266200; 57204173237; 57196222013","Towards climate neutrality in poland by 2050: Assessment of policy implications in the farm sector",2021,"Energies",14,"22", 7595,,,,4,10.3390/en14227595,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85119367663&partnerID=40&md5=4658e7479edd90af9a7666d2374a8cbf",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85119367663
"Trinh, J., Harahap, F., Fagerström, A., Hansson, J.","57323948400; 57216386208; 57324886100; 22950892900","What are the policy impacts on renewable jet fuel in Sweden?",2021,"Energies",14,"21", 7194,,,,1,10.3390/en14217194,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118555650&partnerID=40&md5=ee8788703f04a411788ea0f44c54b92f",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85118555650
"Braungardt, S., Bürger, V., Köhler, B.","57193420850; 36927972500; 57197833881","Carbon pricing and complementary policies—consistency of the policy mix for decarbonizing buildings in germany",2021,"Energies",14,"21", 7143,,,,1,10.3390/en14217143,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85118548590&partnerID=40&md5=84a7dd7c0a49c6f1df276a2c069f6997",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85118548590
"Thube, S., Peterson, S., Nachtigall, D., Ellis, J.","57311343200; 8950606500; 57053155200; 57213528410","The economic and environment benefits from international co-ordination on carbon pricing: A review of economic modelling studies",2021,"Environmental Research Letters",16,"11", 113002,,,,2,10.1088/1748-9326/ac2b61,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85117837897&partnerID=40&md5=a48fcacf0b740ba78fd02f19916a5a52",Review,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85117837897
"Feindt, S., Kornek, U., Labeaga, J.M., Sterner, T., Ward, H.","57226015849; 57193891233; 6603107502; 7003689925; 57150079400","Understanding regressivity: Challenges and opportunities of European carbon pricing",2021,"Energy Economics",103,"", 105550,,,,7,10.1016/j.eneco.2021.105550,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85117703627&partnerID=40&md5=55b232b54cb6f72b81968a6834e9dcfb",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85117703627
"Ruttinger, A.W., Kannangara, M., Shadbahr, J., De Luna, P., Bensebaa, F.","57202234511; 55694560100; 54397630800; 55428841100; 6701351341","How co2‐to‐diesel technology could help reach net‐zero emissions targets: A canadian case study",2021,"Energies",14,"21", 6957,,,,3,10.3390/en14216957,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85117605899&partnerID=40&md5=808d0251a03a7b31a2e073575ae4d720",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85117605899
"Sun, R., He, D., Yan, J., Tao, L.","57304455200; 35268459800; 55868009200; 57304300600","Mechanism analysis of applying blockchain technology to forestry carbon sink projects based on the differential game model",2021,"Sustainability (Switzerland)",13,"21", 11697,,,,3,10.3390/su132111697,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85117564140&partnerID=40&md5=6c1671a69c7cd378a007e37731f0e8a3",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85117564140
"Antoci, A., Borghesi, S., Iannucci, G., Sodini, M.","6508368278; 6603336363; 56675757800; 26534851600","Should I stay or should I go? Carbon leakage and ETS in an evolutionary model",2021,"Energy Economics",103,"", 105561,,,,1,10.1016/j.eneco.2021.105561,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85116719033&partnerID=40&md5=8211a743bc3e5700d947bab500491638",Article,Final,"",Scopus,2-s2.0-85116719033
"Steckel, J.C., Dorband, I.I., Montrone, L., Ward, H., Missbach, L., Hafner, F., Jakob, M., Renner, S.","35759880900; 57204878300; 57211858157; 57150079400; 57267392300; 57266961500; 57197618524; 56402795800","Distributional impacts of carbon pricing in developing Asia",2021,"Nature Sustainability",4,"11",,1005,1014,,9,10.1038/s41893-021-00758-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115375704&partnerID=40&md5=90e438e0994dcbed8bc31ddf8383dcb5",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85115375704
"Vandyck, T., Weitzel, M., Wojtowicz, K., Rey Los Santos, L., Maftei, A., Riscado, S.","55212279300; 55009233500; 57201614015; 57224442969; 57204806306; 54419054200","Climate policy design, competitiveness and income distribution: A macro-micro assessment for 11 EU countries",2021,"Energy Economics",103,"", 105538,,,,5,10.1016/j.eneco.2021.105538,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115369001&partnerID=40&md5=87f2501a979efeacb58f5d9ec679874d",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85115369001
"Landis, F., Fredriksson, G., Rausch, S.","35727227700; 57204290118; 36097451100","Between- and within-country distributional impacts from harmonizing carbon prices in the EU",2021,"Energy Economics",103,"", 105585,,,,6,10.1016/j.eneco.2021.105585,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85115361364&partnerID=40&md5=46260082ce310e16f3c68249435bdeff",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85115361364
"Mwampashi, M.M., Nikitopoulos, C.S., Konstandatos, O., Rai, A.","57226002744; 57218458841; 6507142272; 57651464500","Wind generation and the dynamics of electricity prices in Australia",2021,"Energy Economics",103,"", 105547,,,,2,10.1016/j.eneco.2021.105547,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114764429&partnerID=40&md5=fde799e36d6169e9945ec6d12f82d093",Article,Final,"All Open Access, Green",Scopus,2-s2.0-85114764429
"Pradhan, B.K., Ghosh, J.","7006731628; 55622061800","COVID-19 and the Paris Agreement target: A CGE analysis of alternative economic recovery scenarios for India",2021,"Energy Economics",103,"", 105539,,,,5,10.1016/j.eneco.2021.105539,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114446054&partnerID=40&md5=4b0702d0175503a4ba45dae78b99d9af",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85114446054
"Olsson, J.M., Gardumi, F.","57248178100; 57118189300","Modelling least cost electricity system scenarios for Bangladesh using OSeMOSYS",2021,"Energy Strategy Reviews",38,"", 100705,,,,3,10.1016/j.esr.2021.100705,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114381405&partnerID=40&md5=90b25842892f9fdc8465e01c72da7119",Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85114381405
"Sinclair-Desgagné, B.","6602284351","Green human resource management – A personnel economics perspective",2021,"Resource and Energy Economics",66,"", 101261,,,,2,10.1016/j.reseneeco.2021.101261,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114308807&partnerID=40&md5=5c1af0320bbc444a3ec7760968b4cd68",Article,Final,"",Scopus,2-s2.0-85114308807
"Wang, N., Akimoto, K., Nemet, G.F.","57193798200; 7103331758; 14062489100","What went wrong? Learning from three decades of carbon capture, utilization and sequestration (CCUS) pilot and demonstration projects",2021,"Energy Policy",158,"", 112546,,,,15,10.1016/j.enpol.2021.112546,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85114012009&partnerID=40&md5=c9fbaf9d82d6c944d8a70279c287a2bd",Article,Final,"",Scopus,2-s2.0-85114012009
"Tu, Q., Mo, J., Liu, Z., Gong, C., Fan, Y.","57195736160; 55110433800; 57240086800; 57240086900; 7403491920","Using green finance to counteract the adverse effects of COVID-19 pandemic on renewable energy investment-The case of offshore wind power in China",2021,"Energy Policy",158,"", 112542,,,,32,10.1016/j.enpol.2021.112542,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85113932093&partnerID=40&md5=e0c7007efab109f403a6a6bfb7b75709",Article,Final,"All Open Access, Bronze, Green",Scopus,2-s2.0-85113932093
"Stede, J., Pauliuk, S., Hardadi, G., Neuhoff, K.","57193155368; 36051903700; 57194030269; 8508045400","Carbon pricing of basic materials: Incentives and risks for the value chain and consumers",2021,"Ecological Economics",189,"", 107168,,,,1,10.1016/j.ecolecon.2021.107168,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85111888341&partnerID=40&md5=ae5e6b2a7f723df233dee0e8c5cdbe36",Article,Final,"All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85111888341
